Ad_ID,Campaign_Name,Clicks,Impressions,"Cost,$",Leads,Conversions,Conversion Rate,"Sale_Amount,$",Ad_Date,Location,Device,Keyword
A1686,Corse,162.0,5346.0,223.12,25.0,5.0,3.0864197530864197,1052.0,2024-11-28,Rostow-am-Don,desktop,data analytics course
A1687,Corse,182.0,5857.0,192.69,15.0,4.0,2.197802197802198,1384.0,2024-11-02,Rostow-am-Don,desktop,data analytics course
A1688,Corse,154.0,4836.0,233.8,26.0,10.0,6.493506493506493,1838.0,2024-11-30,Rostow-am-Don,desktop,data analytics course
A1689,Corse,104.0,5291.0,186.93,19.0,10.0,9.615384615384617,1805.0,2024-11-29,Rostow-am-Don,tablet,data analytics course
A1690,Corse,101.0,4840.0,230.68,21.0,9.0,8.91089108910891,1556.0,2024-11-22,Rostow-am-Don,desktop,data anaytics training
A1691,Corse,173.0,4246.0,202.95,27.0,3.0,1.7341040462427744,1276.0,2024-11-29,Rostow-am-Don,tablet,learn data analytics
A1692,Corse,186.0,5824.0,224.48,29.0,6.0,3.225806451612903,1882.0,2024-11-28,Rostow-am-Don,mobile,data analitics online
A1693,Corse,148.0,5952.0,186.32,14.0,4.0,2.7027027027027026,1469.0,2024-11-10,Rostow-am-Don,mobile,data analytics course
A1694,Corse,181.0,3691.0,229.14,25.0,10.0,5.524861878453039,1375.0,2024-11-06,Rostow-am-Don,mobile,analytics for data
A1695,Corse,110.0,4350.0,243.88,16.0,9.0,8.181818181818182,1157.0,2024-11-15,Rostow-am-Don,tablet,online data analytic
A1696,Corse,151.0,5656.0,191.95,18.0,7.0,4.635761589403973,1813.0,2024-11-02,Rostow-am-Don,mobile,data analitics online
A1697,Corse,90.0,4566.0,228.82,29.0,9.0,10.0,1697.0,2024-11-13,Rostow-am-Don,desktop,data anaytics training
A1699,Corse,170.0,5053.0,217.41,16.0,9.0,5.294117647058823,1497.0,2024-11-17,Rostow-am-Don,mobile,data anaytics training
A1700,Corse,112.0,5093.0,228.8,23.0,7.0,6.25,1188.0,2024-11-17,Rostow-am-Don,desktop,analytics for data
A1701,Corse,188.0,5336.0,188.73,17.0,3.0,1.5957446808510638,1601.0,2024-11-03,Rostow-am-Don,tablet,online data analytic
A1702,Corse,85.0,4963.0,186.21,14.0,6.0,7.0588235294117645,1747.0,2024-11-05,Rostow-am-Don,mobile,data analytics course
A1703,Corse,94.0,4544.0,235.77,23.0,8.0,8.51063829787234,1342.0,2024-11-05,Rostow-am-Don,tablet,online data analytic
A1704,Corse,177.0,4901.0,217.54,20.0,10.0,5.649717514124294,1975.0,2024-11-13,Rostow-am-Don,tablet,data analitics online
A1705,Corse,150.0,5275.0,192.7,14.0,4.0,2.666666666666667,1170.0,2024-11-27,Rostow-am-Don,tablet,data analitics online
A1706,Corse,88.0,5225.0,202.97,22.0,6.0,6.8181818181818175,1128.0,2024-11-13,Rostow-am-Don,tablet,online data analytic
A1707,Corse,128.0,4857.0,212.61,14.0,5.0,3.90625,1538.0,2024-11-25,Rostow-am-Don,desktop,data analitics online
A1708,Corse,163.0,5310.0,242.76,26.0,9.0,5.521472392638037,1793.0,2024-11-12,Rostow-am-Don,mobile,learn data analytics
A1709,Corse,147.0,5014.0,193.08,12.0,8.0,5.442176870748299,1017.0,2024-11-11,Rostow-am-Don,tablet,online data analytic
A1710,Corse,191.0,5855.0,196.54,29.0,3.0,1.5706806282722512,1085.0,2024-11-21,Rostow-am-Don,desktop,data analytics course
A1712,Corse,115.0,3952.0,229.18,25.0,4.0,3.4782608695652173,1440.0,2024-11-20,Rostow-am-Don,tablet,online data analytic
A1713,Corse,123.0,4208.0,212.92,29.0,6.0,4.878048780487805,1184.0,2024-11-05,Rostow-am-Don,desktop,learn data analytics
A1714,Corse,121.0,5517.0,222.14,16.0,7.0,5.785123966942149,1682.0,2024-11-02,Rostow-am-Don,tablet,learn data analytics
A1715,Corse,126.0,5460.0,210.83,24.0,10.0,7.936507936507936,1326.0,2024-11-14,Rostow-am-Don,tablet,online data analytic
A1716,Corse,110.0,3159.0,197.92,26.0,10.0,9.090909090909092,1608.0,2024-11-18,Rostow-am-Don,mobile,data analitics online
A1717,Corse,190.0,5545.0,223.96,13.0,7.0,3.684210526315789,1344.0,2024-11-14,Rostow-am-Don,tablet,analytics for data
A1718,Corse,148.0,3668.0,245.79,15.0,10.0,6.756756756756757,1718.0,2024-11-25,Rostow-am-Don,desktop,data analytics course
A1719,Corse,86.0,5663.0,231.79,19.0,10.0,11.627906976744185,1547.0,2024-11-17,Rostow-am-Don,mobile,data anaytics training
A1721,Corse,143.0,5638.0,229.41,23.0,4.0,2.797202797202797,1398.0,2024-11-03,Rostow-am-Don,desktop,online data analytic
A1722,Corse,172.0,4436.0,232.16,21.0,7.0,4.069767441860465,1050.0,2024-11-27,Rostow-am-Don,mobile,learn data analytics
A1723,Corse,138.0,5555.0,188.55,14.0,8.0,5.797101449275362,1593.0,2024-11-24,Rostow-am-Don,desktop,data anaytics training
A1724,Corse,132.0,4972.0,248.45,25.0,9.0,6.8181818181818175,1126.0,2024-11-19,Rostow-am-Don,tablet,data analitics online
A1726,Corse,154.0,3461.0,235.36,18.0,4.0,2.5974025974025974,1212.0,2024-11-18,Rostow-am-Don,tablet,data analitics online
A1727,Corse,126.0,3423.0,236.21,25.0,9.0,7.142857142857142,1106.0,2024-11-20,Rostow-am-Don,tablet,data anaytics training
A1728,Corse,138.0,4025.0,220.96,21.0,7.0,5.072463768115942,1416.0,2024-11-24,Rostow-am-Don,tablet,data analitics online
A1729,Corse,193.0,3800.0,199.76,27.0,9.0,4.66321243523316,1393.0,2024-11-17,Rostow-am-Don,mobile,data analytics course
A1730,Corse,156.0,5293.0,210.43,26.0,6.0,3.8461538461538463,1449.0,2024-11-28,Rostow-am-Don,tablet,data analytics course
A1731,Corse,142.0,3565.0,180.39,26.0,5.0,3.5211267605633805,1147.0,2024-11-01,Rostow-am-Don,tablet,data anaytics training
A1732,Corse,92.0,4296.0,239.12,11.0,10.0,10.869565217391305,1169.0,2024-11-02,Rostow-am-Don,tablet,data anaytics training
A1733,Corse,190.0,3567.0,249.26,,7.0,3.684210526315789,1517.0,2024-11-26,Rostow-am-Don,desktop,data analitics online
A1734,Corse,134.0,4854.0,198.93,21.0,8.0,5.970149253731343,1101.0,2024-11-03,Rostow-am-Don,desktop,analytics for data
A1736,Corse,117.0,4630.0,196.66,15.0,8.0,6.837606837606838,1361.0,2024-11-17,Rostow-am-Don,desktop,online data analytic
A1737,Corse,160.0,3448.0,210.38,19.0,7.0,4.375,1705.0,2024-11-14,Rostow-am-Don,desktop,data analytics course
A1738,Corse,146.0,5297.0,198.89,30.0,8.0,5.47945205479452,2000.0,2024-11-02,Rostow-am-Don,desktop,data anaytics training
A1739,Corse,175.0,3818.0,190.89,30.0,10.0,5.714285714285714,1088.0,2024-11-10,Rostow-am-Don,tablet,data analitics online
A1740,Corse,122.0,4791.0,223.16,12.0,4.0,3.278688524590164,1246.0,2024-11-05,Rostow-am-Don,tablet,learn data analytics
A1741,Corse,85.0,3713.0,225.74,23.0,5.0,5.88235294117647,1867.0,2024-11-24,Rostow-am-Don,tablet,data analitics online
A1742,Corse,167.0,3634.0,202.75,30.0,10.0,5.9880239520958085,1503.0,2024-11-23,Rostow-am-Don,desktop,data anaytics training
A1743,Corse,158.0,3025.0,180.5,24.0,9.0,5.69620253164557,1725.0,2024-11-26,Rostow-am-Don,tablet,data anaytics training
A1744,Corse,176.0,5868.0,184.46,,4.0,2.272727272727273,1229.0,2024-11-20,Rostow-am-Don,desktop,data analytics course
A1745,Corse,111.0,3050.0,208.87,10.0,7.0,6.306306306306306,1774.0,2024-11-26,Rostow-am-Don,tablet,analytics for data
A1747,Corse,177.0,3042.0,239.64,26.0,4.0,2.2598870056497176,1646.0,2024-11-20,Rostow-am-Don,mobile,data analytics course
A1748,Corse,150.0,5272.0,239.06,13.0,9.0,6.0,1232.0,2024-11-01,Rostow-am-Don,desktop,online data analytic
A1749,Corse,160.0,4279.0,191.56,22.0,10.0,6.25,1234.0,2024-11-12,Rostow-am-Don,mobile,data analytics course
A1750,Corse,147.0,5659.0,188.07,22.0,4.0,2.7210884353741496,1796.0,2024-11-25,Rostow-am-Don,mobile,analytics for data
A1751,Corse,198.0,4816.0,224.96,21.0,4.0,2.0202020202020203,1601.0,2024-11-05,Rostow-am-Don,mobile,online data analytic
A1753,Corse,94.0,5221.0,225.23,17.0,3.0,3.1914893617021276,1209.0,2024-11-19,Rostow-am-Don,tablet,learn data analytics
A1754,Corse,90.0,5859.0,187.29,17.0,5.0,5.555555555555555,1375.0,2024-11-16,Rostow-am-Don,mobile,analytics for data
A1755,Corse,182.0,5055.0,232.64,26.0,8.0,4.395604395604396,1815.0,2024-11-10,Rostow-am-Don,mobile,data anaytics training
A1758,Corse,103.0,3547.0,232.35,11.0,8.0,7.766990291262135,1663.0,2024-11-26,Rostow-am-Don,tablet,learn data analytics
A1759,Corse,148.0,3128.0,197.02,27.0,9.0,6.081081081081082,1214.0,2024-11-12,Rostow-am-Don,tablet,data anaytics training
A1760,Corse,151.0,5201.0,198.56,15.0,10.0,6.622516556291391,1716.0,2024-11-05,Rostow-am-Don,tablet,data anaytics training
A1761,Corse,148.0,5510.0,210.42,27.0,4.0,2.7027027027027026,1352.0,2024-11-06,Rostow-am-Don,mobile,learn data analytics
A1762,Corse,103.0,5628.0,195.6,24.0,8.0,7.766990291262135,1065.0,2024-11-09,Rostow-am-Don,mobile,analytics for data
A1763,Corse,115.0,5445.0,183.55,21.0,7.0,6.086956521739131,1721.0,2024-11-07,Rostow-am-Don,tablet,data analytics course
A1764,Corse,160.0,5936.0,239.87,29.0,4.0,2.5,1320.0,2024-11-24,Rostow-am-Don,mobile,analytics for data
A1765,Corse,166.0,5808.0,194.79,14.0,8.0,4.819277108433735,1799.0,2024-11-14,Rostow-am-Don,tablet,data anaytics training
A1766,Corse,187.0,3282.0,234.91,10.0,7.0,3.7433155080213902,1525.0,2024-11-29,Rostow-am-Don,mobile,online data analytic
A1768,Corse,172.0,5546.0,241.81,24.0,10.0,5.813953488372093,1681.0,2024-11-03,Rostow-am-Don,desktop,learn data analytics
A1769,Corse,187.0,5734.0,187.44,10.0,8.0,4.27807486631016,1183.0,2024-11-23,Rostow-am-Don,tablet,analytics for data
A1770,Corse,196.0,4964.0,249.47,26.0,9.0,4.591836734693878,1996.0,2024-11-19,Rostow-am-Don,mobile,learn data analytics
A1772,Corse,103.0,5244.0,205.9,22.0,7.0,6.796116504854369,1954.0,2024-11-16,Rostow-am-Don,mobile,analytics for data
A1773,Corse,114.0,3064.0,196.01,23.0,6.0,5.263157894736842,1348.0,2024-11-30,Rostow-am-Don,mobile,learn data analytics
A1774,Corse,116.0,3265.0,199.21,24.0,10.0,8.620689655172415,1006.0,2024-11-21,Rostow-am-Don,mobile,learn data analytics
A1775,Corse,164.0,5351.0,217.9,10.0,9.0,5.487804878048781,1431.0,2024-11-12,Rostow-am-Don,tablet,online data analytic
A1777,Corse,112.0,4808.0,221.57,17.0,7.0,6.25,1186.0,2024-11-25,Rostow-am-Don,desktop,data analitics online
A1778,Corse,87.0,5506.0,188.77,11.0,5.0,5.747126436781609,1774.0,2024-11-22,Rostow-am-Don,mobile,learn data analytics
A1780,Corse,139.0,5763.0,214.49,15.0,5.0,3.597122302158273,1781.0,2024-11-01,Rostow-am-Don,desktop,data analitics online
A1781,Corse,193.0,3271.0,187.76,30.0,9.0,4.66321243523316,1209.0,2024-11-13,Rostow-am-Don,tablet,online data analytic
A1782,Corse,151.0,4402.0,248.65,21.0,4.0,2.6490066225165565,1722.0,2024-11-19,Rostow-am-Don,desktop,data analitics online
A1783,Corse,90.0,4281.0,216.36,24.0,4.0,4.444444444444445,1768.0,2024-11-04,Rostow-am-Don,mobile,learn data analytics
A1785,Corse,197.0,4373.0,218.3,18.0,9.0,4.568527918781726,1988.0,2024-11-14,Rostow-am-Don,desktop,learn data analytics
A1787,Corse,96.0,5503.0,243.51,11.0,6.0,6.25,1687.0,2024-11-02,Rostow-am-Don,desktop,data analitics online
A1788,Corse,160.0,4154.0,230.16,15.0,6.0,3.75,1667.0,2024-11-16,Rostow-am-Don,mobile,online data analytic
A1789,Corse,162.0,5161.0,240.72,16.0,7.0,4.320987654320987,1649.0,2024-11-15,Rostow-am-Don,tablet,learn data analytics
A1790,Corse,171.0,5517.0,233.86,23.0,5.0,2.923976608187134,1349.0,2024-11-24,Rostow-am-Don,tablet,data analytics course
A1791,Corse,110.0,4161.0,204.28,16.0,10.0,9.090909090909092,1447.0,2024-11-14,Rostow-am-Don,mobile,data analitics online
A1792,Corse,103.0,5332.0,243.72,16.0,3.0,2.912621359223301,1882.0,2024-11-28,Rostow-am-Don,desktop,online data analytic
A1793,Corse,167.0,3620.0,243.81,24.0,8.0,4.790419161676647,1001.0,2024-11-05,Rostow-am-Don,desktop,data analytics course
A1794,Corse,132.0,4117.0,239.04,28.0,3.0,2.272727272727273,1761.0,2024-11-07,Rostow-am-Don,mobile,analytics for data
A1795,Corse,145.0,5400.0,219.89,29.0,3.0,2.0689655172413794,1152.0,2024-11-20,Rostow-am-Don,tablet,data analytics course
A1796,Corse,140.0,5220.0,183.39,25.0,8.0,5.714285714285714,1918.0,2024-11-11,Rostow-am-Don,desktop,learn data analytics
A1798,Corse,87.0,4081.0,180.63,20.0,4.0,4.597701149425287,1665.0,2024-11-08,Rostow-am-Don,tablet,data analitics online
A1799,Corse,141.0,4239.0,199.82,15.0,5.0,3.546099290780142,1639.0,2024-11-27,Rostow-am-Don,mobile,data anaytics training
A1800,Corse,157.0,3367.0,248.9,,8.0,5.095541401273886,1470.0,2024-11-30,Rostow-am-Don,tablet,data anaytics training
A1801,Corse,95.0,5721.0,208.53,16.0,6.0,6.315789473684211,1863.0,2024-11-05,Rostow-am-Don,mobile,data analytics course
A1802,Corse,160.0,5166.0,210.21,20.0,7.0,4.375,1850.0,2024-11-21,Rostow-am-Don,desktop,data analytics course
A1803,Corse,133.0,5430.0,217.34,16.0,6.0,4.511278195488721,1199.0,2024-11-14,Rostow-am-Don,mobile,data analitics online
A1804,Corse,154.0,3452.0,215.61,21.0,7.0,4.545454545454546,1631.0,2024-11-02,Rostow-am-Don,mobile,analytics for data
A1806,Corse,186.0,5073.0,233.58,15.0,4.0,2.1505376344086025,1965.0,2024-11-04,Rostow-am-Don,tablet,online data analytic
A1807,Corse,101.0,5757.0,249.33,25.0,9.0,8.91089108910891,1129.0,2024-11-01,Rostow-am-Don,mobile,learn data analytics
A1808,Corse,150.0,3323.0,227.55,14.0,4.0,2.666666666666667,1931.0,2024-11-18,Rostow-am-Don,mobile,data analytics course
A1809,Corse,127.0,5417.0,229.06,26.0,8.0,6.299212598425196,1086.0,2024-11-21,Rostow-am-Don,tablet,learn data analytics
A1810,Corse,117.0,5445.0,213.9,10.0,5.0,4.273504273504273,1804.0,2024-11-19,Rostow-am-Don,desktop,data analytics course
A1811,Corse,152.0,5173.0,230.47,15.0,5.0,3.289473684210526,1779.0,2024-11-26,Rostow-am-Don,desktop,learn data analytics
A1812,Corse,87.0,3643.0,220.76,27.0,7.0,8.045977011494253,1393.0,2024-11-03,Rostow-am-Don,desktop,data analitics online
A1813,Corse,181.0,3863.0,180.12,17.0,7.0,3.867403314917127,1892.0,2024-11-28,Rostow-am-Don,desktop,data analytics course
A1815,Corse,173.0,5463.0,232.38,17.0,5.0,2.8901734104046244,1568.0,2024-11-26,Rostow-am-Don,desktop,analytics for data
A1816,Corse,123.0,3459.0,211.88,21.0,4.0,3.2520325203252036,1223.0,2024-11-24,Rostow-am-Don,tablet,learn data analytics
A1817,Corse,162.0,3906.0,237.24,13.0,5.0,3.0864197530864197,1062.0,2024-11-10,Rostow-am-Don,desktop,data anaytics training
A1819,Corse,169.0,3317.0,232.35,29.0,3.0,1.7751479289940828,1988.0,2024-11-24,Rostow-am-Don,mobile,data anaytics training
A1820,Corse,120.0,3235.0,220.67,11.0,4.0,3.3333333333333335,1890.0,2024-11-17,Rostow-am-Don,mobile,learn data analytics
A1822,Corse,167.0,4403.0,189.36,25.0,4.0,2.3952095808383236,1572.0,2024-11-06,Rostow-am-Don,desktop,learn data analytics
A1823,Corse,101.0,3530.0,184.83,22.0,5.0,4.9504950495049505,1802.0,2024-11-13,Rostow-am-Don,mobile,learn data analytics
A1824,Corse,129.0,4679.0,239.21,19.0,3.0,2.3255813953488373,1215.0,2024-11-04,Rostow-am-Don,mobile,data analitics online
A1825,Corse,153.0,5396.0,233.79,13.0,8.0,5.228758169934641,1571.0,2024-11-01,Rostow-am-Don,mobile,data anaytics training
A1827,Corse,108.0,5545.0,209.82,11.0,8.0,7.4074074074074066,1491.0,2024-11-08,Rostow-am-Don,mobile,analytics for data
A1828,Corse,85.0,4772.0,211.62,15.0,10.0,11.76470588235294,1669.0,2024-11-19,Rostow-am-Don,mobile,learn data analytics
A1829,Corse,109.0,4941.0,242.54,18.0,9.0,8.256880733944955,1278.0,2024-11-11,Rostow-am-Don,desktop,data anaytics training
A1831,Corse,143.0,5526.0,185.94,15.0,8.0,5.594405594405594,1712.0,2024-11-25,Rostow-am-Don,desktop,analytics for data
A1832,Corse,161.0,5302.0,184.29,13.0,8.0,4.968944099378882,1703.0,2024-11-30,Rostow-am-Don,tablet,learn data analytics
A1833,Corse,146.0,4424.0,196.88,20.0,3.0,2.054794520547945,1757.0,2024-11-30,Rostow-am-Don,tablet,online data analytic
A1834,Corse,82.0,5971.0,235.52,14.0,8.0,9.75609756097561,1568.0,2024-11-06,Rostow-am-Don,mobile,learn data analytics
A1835,Corse,88.0,3733.0,244.35,12.0,8.0,9.090909090909092,1622.0,2024-11-27,Rostow-am-Don,mobile,online data analytic
A1836,Corse,127.0,4403.0,244.3,15.0,7.0,5.511811023622047,1832.0,2024-11-22,Rostow-am-Don,tablet,data analytics course
A1837,Corse,179.0,5118.0,189.59,15.0,6.0,3.35195530726257,1892.0,2024-11-28,Rostow-am-Don,tablet,data analytics course
A1838,Corse,199.0,4407.0,240.05,21.0,9.0,4.522613065326634,1054.0,2024-11-13,Rostow-am-Don,desktop,data analitics online
A1840,Corse,99.0,4880.0,245.13,25.0,8.0,8.080808080808081,1236.0,2024-11-19,Rostow-am-Don,tablet,data analytics course
A1841,Corse,122.0,5774.0,224.4,23.0,10.0,8.19672131147541,1330.0,2024-11-14,Rostow-am-Don,mobile,learn data analytics
A1842,Corse,178.0,4103.0,207.23,17.0,8.0,4.49438202247191,1612.0,2024-11-15,Rostow-am-Don,mobile,analytics for data
A1843,Corse,157.0,4414.0,240.57,17.0,9.0,5.7324840764331215,1483.0,2024-11-27,Rostow-am-Don,desktop,learn data analytics
A1845,Corse,192.0,3320.0,208.09,17.0,3.0,1.5625,1169.0,2024-11-18,Rostow-am-Don,mobile,data anaytics training
A1846,Corse,144.0,4146.0,246.1,18.0,10.0,6.944444444444445,1074.0,2024-11-15,Rostow-am-Don,desktop,analytics for data
A1847,Corse,147.0,4720.0,227.6,23.0,8.0,5.442176870748299,1907.0,2024-11-05,Rostow-am-Don,tablet,online data analytic
A1848,Corse,121.0,3557.0,237.03,16.0,7.0,5.785123966942149,1255.0,2024-11-25,Rostow-am-Don,mobile,data analitics online
A1849,Corse,193.0,5899.0,227.24,12.0,9.0,4.66321243523316,1832.0,2024-11-02,Rostow-am-Don,desktop,analytics for data
A1850,Corse,170.0,4968.0,216.78,21.0,5.0,2.941176470588235,1997.0,2024-11-24,Rostow-am-Don,tablet,data analytics course
A1852,Corse,133.0,4078.0,189.42,21.0,6.0,4.511278195488721,1969.0,2024-11-21,Rostow-am-Don,desktop,data analitics online
A1853,Corse,82.0,4163.0,208.08,30.0,8.0,9.75609756097561,1297.0,2024-11-04,Rostow-am-Don,mobile,data analytics course
A1854,Corse,90.0,4330.0,249.24,20.0,4.0,4.444444444444445,1618.0,2024-11-15,Rostow-am-Don,tablet,data anaytics training
A1855,Corse,122.0,5882.0,189.76,25.0,7.0,5.737704918032787,1357.0,2024-11-25,Rostow-am-Don,tablet,analytics for data
A1856,Corse,105.0,5645.0,218.24,17.0,6.0,5.714285714285714,1420.0,2024-11-02,Rostow-am-Don,mobile,online data analytic
A1857,Corse,179.0,3848.0,213.26,12.0,5.0,2.793296089385475,1807.0,2024-11-29,Rostow-am-Don,desktop,data analytics course
A1858,Corse,91.0,5609.0,228.27,12.0,10.0,10.989010989010989,1098.0,2024-11-11,Rostow-am-Don,desktop,analytics for data
A1859,Corse,168.0,4390.0,195.52,22.0,10.0,5.952380952380952,1553.0,2024-11-04,Rostow-am-Don,desktop,data analytics course
A1860,Corse,162.0,4774.0,210.8,20.0,7.0,4.320987654320987,1387.0,2024-11-29,Rostow-am-Don,tablet,analytics for data
A1861,Corse,130.0,5787.0,218.79,13.0,10.0,7.6923076923076925,1679.0,2024-11-09,Rostow-am-Don,mobile,online data analytic
A1862,Corse,97.0,5192.0,184.79,13.0,10.0,10.309278350515463,1382.0,2024-11-05,Rostow-am-Don,mobile,learn data analytics
A1863,Corse,142.0,4223.0,222.28,27.0,5.0,3.5211267605633805,1506.0,2024-11-07,Rostow-am-Don,desktop,learn data analytics
A1865,Corse,186.0,3988.0,237.69,15.0,5.0,2.6881720430107525,1603.0,2024-11-14,Rostow-am-Don,tablet,data analytics course
A1866,Corse,170.0,3437.0,232.08,23.0,5.0,2.941176470588235,1405.0,2024-11-29,Rostow-am-Don,mobile,learn data analytics
A1867,Corse,85.0,3718.0,224.14,21.0,6.0,7.0588235294117645,1938.0,2024-11-04,Rostow-am-Don,desktop,online data analytic
A1868,Corse,115.0,5343.0,239.92,20.0,8.0,6.956521739130435,1381.0,2024-11-15,Rostow-am-Don,desktop,learn data analytics
A1869,Corse,167.0,5170.0,241.21,24.0,4.0,2.3952095808383236,1515.0,2024-11-21,Rostow-am-Don,mobile,data analytics course
A1870,Corse,113.0,5916.0,234.58,18.0,5.0,4.424778761061947,1165.0,2024-11-12,Rostow-am-Don,mobile,data analytics course
A1871,Corse,175.0,4958.0,245.96,22.0,10.0,5.714285714285714,1777.0,2024-11-21,Rostow-am-Don,mobile,online data analytic
A1873,Corse,194.0,5309.0,191.4,19.0,10.0,5.154639175257731,1764.0,2024-11-13,Rostow-am-Don,desktop,data anaytics training
A1875,Corse,82.0,4622.0,203.99,17.0,9.0,10.975609756097562,1375.0,2024-11-12,Rostow-am-Don,mobile,online data analytic
A1877,Corse,179.0,4992.0,221.48,27.0,10.0,5.58659217877095,1062.0,2024-11-06,Rostow-am-Don,tablet,learn data analytics
A1878,Corse,93.0,3015.0,232.01,21.0,4.0,4.301075268817205,1770.0,2024-11-26,Rostow-am-Don,mobile,learn data analytics
A1879,Corse,152.0,4662.0,249.13,24.0,7.0,4.605263157894736,1951.0,2024-11-11,Rostow-am-Don,desktop,online data analytic
A1880,Corse,81.0,3766.0,213.12,27.0,7.0,8.641975308641975,1183.0,2024-11-27,Rostow-am-Don,desktop,online data analytic
A1881,Corse,130.0,5774.0,241.97,11.0,7.0,5.384615384615385,1708.0,2024-11-20,Rostow-am-Don,desktop,data analytics course
A1882,Corse,110.0,4542.0,227.95,20.0,4.0,3.6363636363636362,1423.0,2024-11-11,Rostow-am-Don,desktop,data anaytics training
A1884,Corse,113.0,5265.0,184.21,27.0,5.0,4.424778761061947,1353.0,2024-11-20,Rostow-am-Don,tablet,data analitics online
A1885,Corse,140.0,5297.0,223.9,28.0,6.0,4.285714285714286,1630.0,2024-11-21,Rostow-am-Don,mobile,data analytics course
A1886,Corse,170.0,3347.0,248.44,27.0,3.0,1.7647058823529411,1719.0,2024-11-20,Rostow-am-Don,desktop,learn data analytics
A1887,Corse,176.0,5960.0,245.33,19.0,8.0,4.545454545454546,1761.0,2024-11-25,Rostow-am-Don,tablet,analytics for data
A1889,Corse,195.0,5265.0,242.0,10.0,4.0,2.051282051282051,1699.0,2024-11-08,Rostow-am-Don,tablet,online data analytic
A1890,Corse,162.0,4396.0,183.96,18.0,4.0,2.4691358024691357,1054.0,2024-11-18,Rostow-am-Don,tablet,data analitics online
A1891,Corse,138.0,4381.0,191.55,28.0,7.0,5.072463768115942,1756.0,2024-11-01,Rostow-am-Don,tablet,data anaytics training
A1892,Corse,177.0,3965.0,225.82,15.0,4.0,2.2598870056497176,1530.0,2024-11-22,Rostow-am-Don,mobile,online data analytic
A1893,Corse,159.0,3366.0,217.27,21.0,7.0,4.40251572327044,1515.0,2024-11-17,Rostow-am-Don,tablet,online data analytic
A1894,Corse,111.0,4026.0,229.01,13.0,3.0,2.7027027027027026,1438.0,2024-11-01,Rostow-am-Don,desktop,learn data analytics
A1895,Corse,184.0,5560.0,189.14,14.0,6.0,3.260869565217391,1250.0,2024-11-17,Rostow-am-Don,tablet,data analitics online
A1896,Corse,128.0,4500.0,188.21,10.0,3.0,2.34375,1087.0,2024-11-14,Rostow-am-Don,desktop,online data analytic
A1897,Corse,164.0,3851.0,219.15,22.0,6.0,3.6585365853658534,1487.0,2024-11-09,Rostow-am-Don,mobile,learn data analytics
A1898,Corse,120.0,3464.0,228.3,19.0,4.0,3.3333333333333335,1426.0,2024-11-22,Rostow-am-Don,tablet,online data analytic
A1901,Corse,143.0,4143.0,191.68,20.0,5.0,3.4965034965034967,1460.0,2024-11-30,Rostow-am-Don,tablet,analytics for data
A1902,Corse,176.0,5768.0,238.94,14.0,8.0,4.545454545454546,1016.0,2024-11-02,Rostow-am-Don,tablet,data analitics online
A1903,Corse,151.0,4408.0,214.29,20.0,5.0,3.3112582781456954,1900.0,2024-11-21,Rostow-am-Don,desktop,data analytics course
A1904,Corse,134.0,3623.0,221.65,19.0,5.0,3.731343283582089,1937.0,2024-11-24,Rostow-am-Don,desktop,data analitics online
A1905,Corse,191.0,3057.0,223.28,27.0,6.0,3.1413612565445024,1208.0,2024-11-03,Rostow-am-Don,desktop,data analitics online
A1907,Corse,112.0,3989.0,228.74,10.0,8.0,7.142857142857142,1812.0,2024-11-13,Rostow-am-Don,mobile,analytics for data
A1908,Corse,169.0,3619.0,246.66,28.0,3.0,1.7751479289940828,1354.0,2024-11-25,Rostow-am-Don,desktop,online data analytic
A1909,Corse,172.0,4696.0,242.17,26.0,3.0,1.744186046511628,1719.0,2024-11-06,Rostow-am-Don,desktop,data analytics course
A1910,Corse,162.0,5684.0,219.08,30.0,7.0,4.320987654320987,1295.0,2024-11-26,Rostow-am-Don,desktop,data analytics course
A1911,Corse,183.0,4197.0,243.19,29.0,8.0,4.371584699453552,1593.0,2024-11-09,Rostow-am-Don,mobile,data anaytics training
A1912,Corse,108.0,5949.0,184.25,23.0,8.0,7.4074074074074066,1986.0,2024-11-23,Rostow-am-Don,desktop,data anaytics training
A1915,Corse,122.0,4632.0,236.57,13.0,6.0,4.918032786885246,1001.0,2024-11-15,Rostow-am-Don,desktop,data analytics course
A1917,Corse,122.0,4525.0,202.89,23.0,8.0,6.557377049180328,1499.0,2024-11-22,Rostow-am-Don,tablet,data anaytics training
A1918,Corse,175.0,4850.0,186.25,28.0,10.0,5.714285714285714,1978.0,2024-11-18,Rostow-am-Don,desktop,analytics for data
A1919,Corse,123.0,4938.0,180.64,24.0,9.0,7.317073170731707,1746.0,2024-11-21,Rostow-am-Don,tablet,data analytics course
A1920,Corse,135.0,5748.0,239.22,20.0,7.0,5.185185185185185,1222.0,2024-11-21,Rostow-am-Don,tablet,analytics for data
A1924,Corse,89.0,3069.0,205.37,19.0,6.0,6.741573033707865,1518.0,2024-11-28,Rostow-am-Don,desktop,data analitics online
A1926,Corse,148.0,4514.0,203.54,23.0,3.0,2.027027027027027,1622.0,2024-11-05,Rostow-am-Don,desktop,data analitics online
