Ad_ID,Campaign_Name,Clicks,Impressions,"Cost,$",Leads,Conversions,Conversion Rate,"Sale_Amount,$",Ad_Date,Location,Device,Keyword,CPM,CTR,CPC,CPS,ROI%
A1355,Corse,177.0,3569.0,190.31,13.0,8.0,4.519774011299435,1403.0,2024-11-25,Rostow-am-Don,mobile,online data analytic,53.323059680582794,4.959372373213785,1.0751977401129944,23.78875,637.2182228994798
A1356,Corse,113.0,3420.0,223.48,22.0,10.0,8.849557522123893,1138.0,2024-11-23,Rostow-am-Don,mobile,online data analytic,65.34502923976608,3.304093567251462,1.9776991150442478,22.348,409.2178270986218
A1357,Corse,133.0,3064.0,221.8,22.0,5.0,3.7593984962406015,1538.0,2024-11-11,Rostow-am-Don,mobile,learn data analytics,72.38903394255874,4.3407310704960835,1.667669172932331,44.36,593.4174932371506
A1358,Corse,118.0,3730.0,207.5,25.0,8.0,6.779661016949152,1011.0,2024-11-12,Rostow-am-Don,mobile,data anaytics training,55.630026809651476,3.1635388739946384,1.7584745762711864,25.9375,387.2289156626506
A1359,Corse,109.0,5852.0,235.44,20.0,5.0,4.587155963302752,1946.0,2024-11-14,Rostow-am-Don,desktop,analytics for data,40.2323991797676,1.862611073137389,2.16,47.088,726.537546721033
A1360,Corse,109.0,4011.0,184.51,13.0,6.0,5.504587155963304,1375.0,2024-11-23,Rostow-am-Don,desktop,data analitics online,46.00099725754176,2.717526801296435,1.6927522935779815,30.751666666666665,645.2170614058858
A1361,Corse,128.0,4636.0,243.83,20.0,10.0,7.8125,1941.0,2024-11-02,Rostow-am-Don,mobile,data anaytics training,52.59490940465919,2.76100086281277,1.904921875,24.383000000000003,696.0464257884591
A1363,Corse,89.0,5872.0,198.32,14.0,6.0,6.741573033707865,1553.0,2024-11-20,Rostow-am-Don,mobile,online data analytic,33.77384196185286,1.5156675749318802,2.228314606741573,33.053333333333335,683.0778539733764
A1364,Corse,157.0,5762.0,248.1,26.0,4.0,2.547770700636943,1999.0,2024-11-05,Rostow-am-Don,tablet,data analitics online,43.05796598403332,2.7247483512669213,1.5802547770700637,62.025,705.7234985892785
A1365,Corse,88.0,3396.0,193.79,19.0,5.0,5.681818181818182,1860.0,2024-11-18,Rostow-am-Don,mobile,online data analytic,57.06419316843345,2.5912838633686692,2.202159090909091,38.757999999999996,859.801847360545
A1366,Corse,130.0,3092.0,211.39,28.0,7.0,5.384615384615385,1031.0,2024-11-24,Rostow-am-Don,tablet,data analytics course,68.36675291073738,4.204398447606727,1.626076923076923,30.198571428571427,387.7241118312125
A1367,Corse,194.0,4240.0,213.45,18.0,4.0,2.061855670103093,1890.0,2024-11-23,Rostow-am-Don,tablet,data analitics online,50.34198113207547,4.5754716981132075,1.1002577319587628,53.3625,785.4532677442024
A1368,Corse,180.0,4297.0,200.04,24.0,5.0,2.7777777777777777,1050.0,2024-11-18,Rostow-am-Don,mobile,data analytics course,46.55340935536421,4.188969048173144,1.1113333333333333,40.007999999999996,424.8950209958009
A1372,Corse,118.0,4845.0,190.25,11.0,3.0,2.5423728813559325,1446.0,2024-11-18,Rostow-am-Don,desktop,analytics for data,39.26728586171311,2.435500515995872,1.6122881355932204,63.416666666666664,660.0525624178713
A1373,Corse,101.0,4883.0,237.89,11.0,6.0,5.9405940594059405,1368.0,2024-11-14,Rostow-am-Don,desktop,analytics for data,48.71800122875281,2.068400573417981,2.355346534653465,39.64833333333333,475.0556980116862
A1374,Corse,120.0,4618.0,200.91,18.0,7.0,5.833333333333333,1775.0,2024-11-02,Rostow-am-Don,tablet,data analitics online,43.50584668687744,2.59852750108272,1.67425,28.701428571428572,783.480165248121
A1375,Corse,194.0,3941.0,240.35,27.0,10.0,5.154639175257731,1373.0,2024-11-11,Rostow-am-Don,desktop,data analytics course,60.98705912205024,4.922608475006344,1.238917525773196,24.035,471.25026003744546
A1376,Corse,135.0,5096.0,230.32,14.0,4.0,2.9629629629629632,1478.0,2024-11-18,Rostow-am-Don,mobile,data anaytics training,45.196232339089484,2.6491365777080063,1.706074074074074,57.58,541.7158735672109
A1377,Corse,190.0,5537.0,188.98,20.0,4.0,2.1052631578947367,1989.0,2024-11-04,Rostow-am-Don,tablet,learn data analytics,34.13039552104028,3.431461080007224,0.9946315789473684,47.245,952.4923272303947
A1378,Corse,198.0,4208.0,180.06,19.0,8.0,4.040404040404041,1462.0,2024-11-08,Rostow-am-Don,mobile,data anaytics training,42.789923954372625,4.70532319391635,0.9093939393939394,22.5075,711.9515716983228
A1379,Corse,87.0,5358.0,236.57,19.0,5.0,5.747126436781609,1141.0,2024-11-02,Rostow-am-Don,tablet,learn data analytics,44.15266890630833,1.6237402015677491,2.7191954022988507,47.314,382.3096757830664
A1380,Corse,106.0,5583.0,218.81,13.0,3.0,2.8301886792452837,1049.0,2024-11-15,Rostow-am-Don,desktop,data analytics course,39.192190578542004,1.8986208131828768,2.064245283018868,72.93666666666667,379.4113614551438
A1381,Corse,169.0,3069.0,227.7,12.0,5.0,2.9585798816568047,1063.0,2024-11-28,Rostow-am-Don,mobile,data analytics course,74.19354838709677,5.506679700228087,1.3473372781065087,45.54,366.8423364075538
A1382,Corse,195.0,3738.0,202.08,18.0,7.0,3.589743589743589,1647.0,2024-11-16,Rostow-am-Don,tablet,online data analytic,54.06099518459069,5.21669341894061,1.0363076923076924,28.868571428571432,715.0237529691211
A1383,Corse,161.0,4852.0,235.1,10.0,8.0,4.968944099378882,1738.0,2024-11-24,Rostow-am-Don,desktop,online data analytic,48.454245671887875,3.318219291014015,1.4602484472049688,29.3875,639.2598894087623
A1384,Corse,195.0,5120.0,249.6,26.0,3.0,1.5384615384615383,1571.0,2024-11-04,Rostow-am-Don,mobile,data anaytics training,48.75,3.80859375,1.28,83.2,529.4070512820514
A1385,Corse,111.0,3550.0,231.81,10.0,9.0,8.108108108108109,1462.0,2024-11-26,Rostow-am-Don,mobile,data anaytics training,65.29859154929578,3.126760563380282,2.0883783783783785,25.756666666666668,530.6889262758293
A1386,Corse,124.0,5618.0,205.95,25.0,7.0,5.64516129032258,1374.0,2024-11-19,Rostow-am-Don,mobile,data analytics course,36.658953364186544,2.207191171235315,1.6608870967741935,29.42142857142857,567.1522214129643
A1387,Corse,89.0,4700.0,219.95,28.0,6.0,6.741573033707865,1493.0,2024-11-19,Rostow-am-Don,mobile,data analytics course,46.797872340425535,1.8936170212765957,2.4713483146067414,36.65833333333333,578.7906342350534
A1388,Corse,122.0,5874.0,201.04,10.0,7.0,5.737704918032787,1352.0,2024-11-30,Rostow-am-Don,desktop,data analytics course,34.2254000680967,2.076949267960504,1.6478688524590164,28.72,572.5029844807004
A1389,Corse,177.0,5965.0,199.7,28.0,3.0,1.694915254237288,1090.0,2024-11-13,Rostow-am-Don,mobile,data analitics online,33.47862531433361,2.967309304274937,1.1282485875706214,66.56666666666666,445.8187280921382
A1390,Corse,163.0,5774.0,221.61,29.0,9.0,5.521472392638037,1396.0,2024-11-08,Rostow-am-Don,desktop,learn data analytics,38.38067197783166,2.822999653619674,1.3595705521472394,24.623333333333335,529.9354722259825
A1391,Corse,124.0,4079.0,189.07,18.0,3.0,2.419354838709677,1430.0,2024-11-23,Rostow-am-Don,desktop,data analytics course,46.35204707036038,3.0399607746996815,1.524758064516129,63.02333333333333,656.3336330459618
A1392,Corse,105.0,3670.0,218.45,25.0,6.0,5.714285714285714,1650.0,2024-11-22,Rostow-am-Don,desktop,online data analytic,59.52316076294278,2.861035422343324,2.0804761904761904,36.40833333333333,655.3215838864728
A1395,Corse,96.0,3761.0,196.45,10.0,5.0,5.208333333333334,1518.0,2024-11-30,Rostow-am-Don,tablet,online data analytic,52.23344855091731,2.5525126296197818,2.0463541666666667,39.29,672.71570374141
A1396,Corse,135.0,4505.0,214.64,17.0,9.0,6.666666666666667,1500.0,2024-11-06,Rostow-am-Don,mobile,online data analytic,47.64483906770255,2.9966703662597114,1.5899259259259257,23.848888888888887,598.8445769660827
A1400,Corse,86.0,3555.0,225.23,11.0,6.0,6.976744186046512,1193.0,2024-11-11,Rostow-am-Don,desktop,data anaytics training,63.355836849507725,2.419127988748242,2.618953488372093,37.538333333333334,429.68077076765974
A1401,Corse,89.0,3760.0,218.69,21.0,9.0,10.112359550561797,1474.0,2024-11-25,Rostow-am-Don,desktop,learn data analytics,58.16223404255319,2.367021276595745,2.457191011235955,24.29888888888889,574.0134436874114
A1402,Corse,118.0,3596.0,236.66,29.0,9.0,7.627118644067797,1154.0,2024-11-23,Rostow-am-Don,tablet,data analytics course,65.81201334816463,3.281423804226919,2.0055932203389832,26.295555555555556,387.61936955970594
A1404,Corse,95.0,5386.0,184.96,23.0,8.0,8.421052631578947,1045.0,2024-11-20,Rostow-am-Don,desktop,online data analytic,34.34088377274416,1.7638321574452283,1.9469473684210528,23.12,464.9870242214533
A1405,Corse,144.0,5381.0,199.43,10.0,10.0,6.944444444444445,1085.0,2024-11-09,Rostow-am-Don,desktop,data anaytics training,37.061884408102586,2.676082512544137,1.3849305555555556,19.943,444.050544050544
A1406,Corse,107.0,5536.0,238.75,15.0,3.0,2.803738317757009,1822.0,2024-11-17,Rostow-am-Don,mobile,analytics for data,43.1268063583815,1.9328034682080923,2.2313084112149535,79.58333333333333,663.1413612565444
A1407,Corse,146.0,3165.0,211.09,16.0,7.0,4.794520547945205,1706.0,2024-11-08,Rostow-am-Don,mobile,learn data analytics,66.69510268562401,4.612954186413902,1.4458219178082192,30.155714285714286,708.1860817660714
A1408,Corse,114.0,5217.0,247.94,11.0,10.0,8.771929824561402,1876.0,2024-11-18,Rostow-am-Don,desktop,data analitics online,47.5253977381637,2.185163887291547,2.1749122807017542,24.794,656.6346696781479
A1409,Corse,162.0,4301.0,223.77,21.0,7.0,4.320987654320987,1066.0,2024-11-20,Rostow-am-Don,mobile,learn data analytics,52.02743548012091,3.7665659149035107,1.3812962962962965,31.967142857142857,376.38199937435763
A1410,Corse,95.0,5971.0,214.57,29.0,10.0,10.526315789473683,1539.0,2024-11-16,Rostow-am-Don,mobile,analytics for data,35.935354212024784,1.5910232791827166,2.2586315789473685,21.457,617.2484503891504
A1411,Corse,163.0,5160.0,184.84,19.0,4.0,2.4539877300613497,1773.0,2024-11-23,Rostow-am-Don,desktop,data analytics course,35.821705426356594,3.1589147286821704,1.1339877300613497,46.21,859.2079636442328
A1412,Corse,148.0,5947.0,212.38,12.0,4.0,2.702702702702702,1294.0,2024-11-24,Rostow-am-Don,mobile,online data analytic,35.71212375987893,2.4886497393643854,1.435,53.095,509.2852434315849
A1413,Corse,156.0,4150.0,223.17,20.0,10.0,6.41025641025641,1940.0,2024-11-14,Rostow-am-Don,tablet,learn data analytics,53.77590361445783,3.7590361445783134,1.430576923076923,22.317,769.2924676255769
A1415,Corse,124.0,5956.0,201.44,12.0,9.0,7.258064516129033,1598.0,2024-11-24,Rostow-am-Don,tablet,data analitics online,33.821356615177976,2.0819341840161183,1.624516129032258,22.38222222222222,693.2883240667196
A1417,Corse,140.0,3822.0,241.68,30.0,10.0,7.142857142857142,1138.0,2024-11-19,Rostow-am-Don,tablet,data analytics course,63.23390894819467,3.6630036630036633,1.7262857142857144,24.168,370.8705726580602
A1418,Corse,81.0,3147.0,232.2,30.0,9.0,11.11111111111111,1066.0,2024-11-29,Rostow-am-Don,mobile,data analytics course,73.78455672068635,2.5738798856053386,2.8666666666666667,25.799999999999997,359.0869939707149
A1419,Corse,165.0,4613.0,246.72,19.0,3.0,1.818181818181818,1055.0,2024-11-11,Rostow-am-Don,tablet,data anaytics training,53.48363321049209,3.5768480381530456,1.4952727272727273,82.24,327.6102464332036
A1420,Corse,193.0,4919.0,247.24,19.0,4.0,2.072538860103627,1933.0,2024-11-25,Rostow-am-Don,desktop,data analitics online,50.26224842447652,3.9235616995324256,1.2810362694300519,61.81,681.8314188642614
A1421,Corse,149.0,5205.0,218.42,20.0,4.0,2.684563758389262,1070.0,2024-11-28,Rostow-am-Don,mobile,online data analytic,41.96349663784822,2.862632084534102,1.4659060402684563,54.605,389.88187894881423
A1422,Corse,81.0,3497.0,226.66,11.0,6.0,7.4074074074074066,1047.0,2024-11-19,Rostow-am-Don,mobile,data analitics online,64.81555619102087,2.3162710895052903,2.7982716049382717,37.776666666666664,361.92535074561016
A1423,Corse,153.0,4057.0,197.54,23.0,5.0,3.2679738562091507,1926.0,2024-11-22,Rostow-am-Don,tablet,data analitics online,48.6911510968696,3.771259551392655,1.291111111111111,39.507999999999996,874.9924066011948
A1424,Corse,127.0,5018.0,194.25,17.0,8.0,6.299212598425196,1350.0,2024-11-21,Rostow-am-Don,mobile,data analitics online,38.7106416899163,2.530888800318852,1.529527559055118,24.28125,594.980694980695
A1425,Corse,99.0,4012.0,220.76,14.0,4.0,4.040404040404041,1698.0,2024-11-12,Rostow-am-Don,tablet,data anaytics training,55.02492522432702,2.4675972083748756,2.22989898989899,55.19,669.1610799057801
A1426,Corse,104.0,3013.0,204.07,12.0,3.0,2.8846153846153846,1016.0,2024-11-20,Rostow-am-Don,mobile,learn data analytics,67.72983737139064,3.45170925987388,1.9622115384615384,68.02333333333333,397.86837849757444
A1427,Corse,118.0,3824.0,184.8,16.0,5.0,4.23728813559322,1818.0,2024-11-19,Rostow-am-Don,desktop,learn data analytics,48.32635983263599,3.085774058577406,1.5661016949152544,36.96,883.7662337662337
A1428,Corse,148.0,5000.0,224.41,11.0,3.0,2.027027027027027,1491.0,2024-11-30,Rostow-am-Don,mobile,online data analytic,44.882,2.96,1.5162837837837837,74.80333333333333,564.4088944342943
A1429,Corse,88.0,3804.0,249.2,10.0,8.0,9.090909090909092,1044.0,2024-11-09,Rostow-am-Don,tablet,data anaytics training,65.5099894847529,2.3133543638275498,2.8318181818181816,31.15,318.94060995184594
A1430,Corse,142.0,3791.0,207.86,23.0,4.0,2.8169014084507045,1073.0,2024-11-20,Rostow-am-Don,tablet,data analitics online,54.82986019519916,3.745713532049591,1.4638028169014086,51.965,416.21283556239774
A1431,Corse,127.0,5198.0,242.56,26.0,6.0,4.724409448818897,1872.0,2024-11-16,Rostow-am-Don,tablet,learn data analytics,46.66410157752982,2.4432474028472493,1.9099212598425197,40.42666666666667,671.7678100263853
A1432,Corse,117.0,5329.0,212.49,14.0,5.0,4.273504273504273,1888.0,2024-11-03,Rostow-am-Don,mobile,data analytics course,39.87427284668794,2.195533871270407,1.8161538461538462,42.498000000000005,788.5124005835569
A1433,Corse,125.0,5435.0,202.65,25.0,5.0,4.0,1767.0,2024-11-23,Rostow-am-Don,desktop,online data analytic,37.286108555657776,2.2999080036798527,1.6212,40.53,771.9467061435972
A1434,Corse,92.0,4977.0,209.78,26.0,3.0,3.260869565217391,1834.0,2024-11-12,Rostow-am-Don,tablet,learn data analytics,42.149889491661646,1.848503114325899,2.280217391304348,69.92666666666666,774.2492134617219
A1435,Corse,112.0,3850.0,233.52,14.0,8.0,7.142857142857142,1760.0,2024-11-22,Rostow-am-Don,desktop,data analytics course,60.654545454545456,2.909090909090909,2.085,29.19,653.6827680712572
A1436,Corse,144.0,5976.0,197.65,13.0,9.0,6.25,1743.0,2024-11-22,Rostow-am-Don,mobile,data analytics course,33.0739625167336,2.4096385542168677,1.3725694444444445,21.961111111111112,781.8618770554009
A1437,Corse,103.0,4693.0,218.67,14.0,10.0,9.70873786407767,1390.0,2024-11-09,Rostow-am-Don,mobile,learn data analytics,46.59492861708927,2.1947581504368205,2.123009708737864,21.866999999999997,535.6610417524123
A1438,Corse,117.0,4367.0,233.27,24.0,3.0,2.564102564102564,1238.0,2024-11-24,Rostow-am-Don,tablet,learn data analytics,53.41653308907717,2.679184795053813,1.9937606837606838,77.75666666666667,430.7154799159772
A1439,Corse,100.0,5481.0,180.72,14.0,7.0,7.000000000000001,1185.0,2024-11-02,Rostow-am-Don,desktop,analytics for data,32.972085385878486,1.824484583105273,1.8072,25.81714285714286,555.7104913678619
A1440,Corse,179.0,4109.0,191.84,19.0,4.0,2.23463687150838,1961.0,2024-11-02,Rostow-am-Don,tablet,online data analytic,46.687758578729614,4.356291068386469,1.071731843575419,47.96,922.2060050041702
A1441,Corse,180.0,3887.0,186.26,18.0,6.0,3.333333333333333,1048.0,2024-11-05,Rostow-am-Don,desktop,data analytics course,47.918703370208384,4.63082068433239,1.0347777777777778,31.043333333333333,462.65435412863735
A1442,Corse,146.0,4633.0,186.07,26.0,3.0,2.054794520547945,1053.0,2024-11-25,Rostow-am-Don,desktop,data anaytics training,40.16188214979495,3.151305849341679,1.2744520547945204,62.02333333333333,465.9160530982964
A1443,Corse,124.0,5353.0,239.69,13.0,4.0,3.225806451612903,1493.0,2024-11-19,Rostow-am-Don,desktop,learn data analytics,44.776760694937416,2.3164580609004295,1.9329838709677418,59.9225,522.8878968667863
A1444,Corse,169.0,5380.0,199.66,27.0,6.0,3.5502958579881656,1059.0,2024-11-03,Rostow-am-Don,desktop,data anaytics training,37.11152416356877,3.141263940520446,1.1814201183431952,33.276666666666664,430.4016828608635
A1445,Corse,91.0,5104.0,211.85,29.0,9.0,9.89010989010989,1309.0,2024-11-16,Rostow-am-Don,tablet,data analytics course,41.50666144200626,1.7829153605015673,2.3280219780219777,23.538888888888888,517.8900165211235
A1447,Corse,115.0,4345.0,229.71,15.0,4.0,3.4782608695652173,1467.0,2024-11-26,Rostow-am-Don,mobile,data analytics course,52.86766398158804,2.6467203682393556,1.9974782608695654,57.4275,538.6313177484654
A1448,Corse,123.0,3527.0,239.31,21.0,3.0,2.4390243902439024,1536.0,2024-11-04,Rostow-am-Don,tablet,analytics for data,67.85086475758435,3.487383045080805,1.945609756097561,79.77,541.8453052526013
A1449,Corse,101.0,3330.0,209.8,19.0,10.0,9.9009900990099,1296.0,2024-11-14,Rostow-am-Don,mobile,data anaytics training,63.003003003003,3.0330330330330333,2.0772277227722773,20.98,517.7311725452812
A1450,Corse,141.0,3913.0,245.32,21.0,3.0,2.127659574468085,1904.0,2024-11-15,Rostow-am-Don,desktop,analytics for data,62.693585484283155,3.6033733708152313,1.7398581560283688,81.77333333333333,676.1291374531224
A1452,Corse,105.0,3008.0,206.91,21.0,4.0,3.8095238095238098,1009.0,2024-11-10,Rostow-am-Don,desktop,online data analytic,68.78656914893618,3.490691489361702,1.9705714285714286,51.7275,387.65163597699484
A1453,Corse,178.0,5318.0,207.05,18.0,4.0,2.247191011235955,1421.0,2024-11-20,Rostow-am-Don,desktop,data analitics online,38.93380970289582,3.3471229785633696,1.1632022471910113,51.7625,586.3076551557594
A1454,Corse,189.0,5244.0,242.18,29.0,3.0,1.5873015873015872,1080.0,2024-11-07,Rostow-am-Don,mobile,analytics for data,46.18230358504958,3.6041189931350117,1.2813756613756615,80.72666666666667,345.94929391361796
A1455,Corse,114.0,4804.0,249.33,14.0,6.0,5.263157894736842,1879.0,2024-11-05,Rostow-am-Don,mobile,data analytics course,51.900499583680265,2.373022481265612,2.187105263157895,41.555,653.619700798139
A1456,Corse,160.0,5920.0,201.3,30.0,7.0,4.375,1080.0,2024-11-18,Rostow-am-Don,tablet,data analytics course,34.00337837837838,2.7027027027027026,1.2581250000000002,28.75714285714286,436.51266766020865
A1457,Corse,101.0,5280.0,234.72,18.0,9.0,8.91089108910891,1046.0,2024-11-27,Rostow-am-Don,tablet,data analytics course,44.45454545454545,1.9128787878787876,2.323960396039604,26.08,345.6373551465576
A1458,Corse,146.0,3887.0,206.59,26.0,9.0,6.164383561643835,1042.0,2024-11-07,Rostow-am-Don,desktop,online data analytic,53.14895806534602,3.756110110625161,1.415,22.954444444444444,404.3806573406264
A1460,Corse,163.0,4125.0,246.09,27.0,5.0,3.067484662576687,1910.0,2024-11-27,Rostow-am-Don,mobile,learn data analytics,59.658181818181816,3.9515151515151516,1.5097546012269938,49.218,676.1388110041042
A1461,Corse,193.0,5571.0,213.5,19.0,8.0,4.145077720207254,1754.0,2024-11-28,Rostow-am-Don,mobile,analytics for data,38.323460779034285,3.464369054029797,1.1062176165803108,26.6875,721.5456674473069
A1462,Corse,179.0,4309.0,237.62,21.0,7.0,3.910614525139665,1719.0,2024-11-14,Rostow-am-Don,mobile,data analytics course,55.14504525411928,4.1540960779763285,1.327486033519553,33.94571428571429,623.4239542126085
A1463,Corse,86.0,5538.0,223.13,22.0,7.0,8.13953488372093,1544.0,2024-11-30,Rostow-am-Don,tablet,data anaytics training,40.29071867100036,1.5529071867100037,2.59453488372093,31.875714285714285,591.9732891139694
A1464,Corse,92.0,3162.0,202.76,25.0,5.0,5.434782608695652,1577.0,2024-11-01,Rostow-am-Don,mobile,data anaytics training,64.12397216951297,2.90955091714105,2.2039130434782606,40.552,677.7668179128034
A1466,Corse,147.0,3112.0,206.74,12.0,8.0,5.442176870748299,1815.0,2024-11-18,Rostow-am-Don,mobile,data analytics course,66.4331619537275,4.723650385604113,1.4063945578231294,25.8425,777.9142884782818
A1469,Corse,164.0,3872.0,210.53,12.0,5.0,3.048780487804878,1532.0,2024-11-12,Rostow-am-Don,tablet,data analitics online,54.3724173553719,4.235537190082645,1.283719512195122,42.106,627.6872654728543
A1470,Corse,199.0,4255.0,212.84,14.0,6.0,3.015075376884422,1125.0,2024-11-22,Rostow-am-Don,desktop,learn data analytics,50.02115158636898,4.676850763807285,1.0695477386934673,35.473333333333336,428.566059011464
A1472,Corse,150.0,5619.0,191.89,23.0,6.0,4.0,1735.0,2024-11-19,Rostow-am-Don,desktop,data anaytics training,34.15020466275138,2.669514148424987,1.2792666666666666,31.981666666666666,804.1638438688833
A1473,Corse,171.0,5157.0,183.26,24.0,9.0,5.263157894736842,1430.0,2024-11-09,Rostow-am-Don,desktop,data analitics online,35.53616443668799,3.315881326352531,1.0716959064327485,20.362222222222222,680.31212484994
A1474,Corse,139.0,4871.0,211.4,25.0,9.0,6.474820143884892,1247.0,2024-11-29,Rostow-am-Don,mobile,data anaytics training,43.39971258468487,2.853623485937179,1.5208633093525181,23.48888888888889,489.8770104068117
A1475,Corse,117.0,5863.0,224.69,24.0,10.0,8.547008547008547,1580.0,2024-11-16,Rostow-am-Don,mobile,data analitics online,38.323383933140036,1.9955654101995564,1.9204273504273504,22.469,603.1910632426899
A1476,Corse,196.0,3205.0,188.82,24.0,8.0,4.081632653061225,1837.0,2024-11-24,Rostow-am-Don,desktop,data analytics course,58.91419656786271,6.1154446177847115,0.9633673469387755,23.6025,872.8842283656393
A1477,Corse,184.0,5463.0,224.58,30.0,6.0,3.260869565217391,1565.0,2024-11-26,Rostow-am-Don,tablet,data anaytics training,41.10928061504668,3.368112758557569,1.2205434782608697,37.43,596.8563540831775
A1478,Corse,103.0,5667.0,232.48,26.0,8.0,7.766990291262135,1888.0,2024-11-16,Rostow-am-Don,tablet,learn data analytics,41.02346920769366,1.817540144697371,2.257087378640777,29.06,712.1128699242946
A1479,Corse,120.0,4666.0,180.72,30.0,3.0,2.5,1627.0,2024-11-24,Rostow-am-Don,mobile,analytics for data,38.73124732104586,2.5717959708529787,1.506,60.24,800.2877379371404
A1480,Corse,148.0,3632.0,214.46,28.0,10.0,6.756756756756757,1589.0,2024-11-18,Rostow-am-Don,mobile,data anaytics training,59.047356828193834,4.074889867841409,1.4490540540540542,21.446,640.9307096894526
A1481,Corse,80.0,3834.0,181.22,15.0,3.0,3.75,1270.0,2024-11-22,Rostow-am-Don,tablet,learn data analytics,47.26656233698487,2.0865936358894106,2.26525,60.406666666666666,600.8056505904426
A1482,Corse,168.0,3934.0,246.09,24.0,6.0,3.571428571428571,1592.0,2024-11-24,Rostow-am-Don,tablet,data analitics online,62.55465175394001,4.270462633451958,1.4648214285714285,41.015,546.9177943028973
A1483,Corse,136.0,5724.0,218.37,25.0,10.0,7.352941176470589,1268.0,2024-11-18,Rostow-am-Don,desktop,data analytics course,38.14989517819706,2.375960866526904,1.6056617647058824,21.837,480.66584237761606
A1484,Corse,86.0,4763.0,243.78,11.0,8.0,9.30232558139535,1770.0,2024-11-13,Rostow-am-Don,mobile,learn data analytics,51.182028133529286,1.8055847155154312,2.834651162790698,30.4725,626.0644843711543
A1485,Corse,175.0,3095.0,236.86,22.0,4.0,2.2857142857142856,1617.0,2024-11-20,Rostow-am-Don,mobile,analytics for data,76.52988691437804,5.654281098546042,1.3534857142857144,59.215,582.6817529342226
A1486,Corse,173.0,5554.0,185.09,22.0,4.0,2.312138728323699,1000.0,2024-11-01,Rostow-am-Don,desktop,data analytics course,33.325531148721645,3.114872164205978,1.0698843930635837,46.2725,440.27770273920794
A1487,Corse,192.0,3407.0,223.29,29.0,9.0,4.6875,1538.0,2024-11-25,Rostow-am-Don,tablet,data anaytics training,65.53859700616378,5.6354564132668035,1.1629687499999999,24.81,588.7903623091048
A1488,Corse,190.0,4465.0,241.38,28.0,5.0,2.631578947368421,1910.0,2024-11-04,Rostow-am-Don,desktop,analytics for data,54.06047032474804,4.25531914893617,1.270421052631579,48.275999999999996,691.2834534758472
A1489,Corse,161.0,3311.0,221.64,16.0,5.0,3.1055900621118013,1006.0,2024-11-02,Rostow-am-Don,tablet,online data analytic,66.94050135910601,4.862579281183932,1.376645962732919,44.327999999999996,353.88918967695366
A1490,Corse,197.0,3265.0,200.4,15.0,3.0,1.5228426395939088,1882.0,2024-11-01,Rostow-am-Don,mobile,learn data analytics,61.37825421133231,6.033690658499234,1.017258883248731,66.8,839.1217564870258
A1491,Corse,80.0,4969.0,210.7,25.0,3.0,3.75,1146.0,2024-11-05,Rostow-am-Don,tablet,analytics for data,42.40289796739786,1.6099818877037633,2.63375,70.23333333333333,443.90128144280965
A1492,Corse,145.0,5368.0,200.88,14.0,4.0,2.7586206896551726,1125.0,2024-11-27,Rostow-am-Don,tablet,learn data analytics,37.42175856929955,2.7011922503725785,1.3853793103448275,50.22,460.03584229390685
A1493,Corse,90.0,5851.0,232.94,22.0,8.0,8.88888888888889,1421.0,2024-11-28,Rostow-am-Don,desktop,learn data analytics,39.811997949068534,1.5381985985301656,2.588222222222222,29.1175,510.02833347643167
A1494,Corse,109.0,4884.0,228.13,11.0,8.0,7.339449541284404,1680.0,2024-11-15,Rostow-am-Don,desktop,data anaytics training,46.709664209664204,2.2317772317772318,2.092935779816514,28.51625,636.422215403498
A1496,Corse,179.0,5828.0,247.84,15.0,4.0,2.23463687150838,1127.0,2024-11-14,Rostow-am-Don,mobile,analytics for data,42.52573781743308,3.071379547014413,1.3845810055865921,61.96,354.72885732730794
A1497,Corse,181.0,4935.0,239.29,15.0,5.0,2.7624309392265194,1497.0,2024-11-09,Rostow-am-Don,desktop,data anaytics training,48.48834853090172,3.667679837892604,1.3220441988950276,47.858,525.6007355092148
A1498,Corse,188.0,4491.0,201.73,24.0,7.0,3.723404255319149,1906.0,2024-11-21,Rostow-am-Don,mobile,online data analytic,44.91872634157203,4.186150077933645,1.073031914893617,28.818571428571428,844.8272443364895
A1499,Corse,139.0,3659.0,189.09,16.0,4.0,2.877697841726619,1892.0,2024-11-29,Rostow-am-Don,desktop,data anaytics training,51.67805411314567,3.7988521453949167,1.3603597122302158,47.2725,900.5817335660267
A1501,Corse,95.0,5844.0,211.95,10.0,9.0,9.473684210526317,1444.0,2024-11-08,Rostow-am-Don,tablet,learn data analytics,36.26796714579055,1.625598904859685,2.2310526315789474,23.549999999999997,581.2927577258788
A1503,Corse,190.0,4630.0,217.6,27.0,4.0,2.1052631578947367,1900.0,2024-11-23,Rostow-am-Don,tablet,data anaytics training,46.99784017278618,4.103671706263499,1.1452631578947368,54.4,773.1617647058824
A1504,Corse,123.0,3340.0,225.16,23.0,8.0,6.504065040650407,1563.0,2024-11-26,Rostow-am-Don,mobile,online data analytic,67.41317365269461,3.6826347305389224,1.830569105691057,28.145,594.173032510215
